spanish,english,POS,lemma,lemma_valid
cariño,"love, affection",NOUN,cariño,True
centímetro,centimeter,NOUN,centímetro,True
ciclo,cycle,NOUN,ciclo,True
cierre,"zipper, closing",NOUN,cierre,True
club,"club, society",NOUN,club,True
código,code,NOUN,código,True
combate,"combat, battle, fight",NOUN,combate,True
concierto,"concert, concerto",NOUN,concierto,True
consumo,consumption,NOUN,consumo,True
contraste,contrast,NOUN,contraste,True
creador,creator,NOUN,creador,True
cristal,"glass, crystal, window",NOUN,cristal,True
cultivo,"cultivation, crop",NOUN,cultivo,True
debate,debate,NOUN,debate,True
delito,"crime, offense",NOUN,delito,True
deporte,sport,NOUN,deporte,True
desorden,"disorder, mess",NOUN,desorden,True
despacho,"office, study",NOUN,despacho,True
diseño,design,NOUN,diseño,True
doble,double (nm),NOUN,ChatGPT doesn't think this is a valid POS tag,False
drama,drama,NOUN,drama,True
duro,money (nm),NOUN,duro,True
eco,"echo, response",NOUN,eco,True
episodio,"episode, incident",NOUN,episodio,True
escándalo,scandal,NOUN,escándalo,True
esclavo,slave,NOUN,esclavo,True
esquema,"outline, diagram, plan",NOUN,esquema,True
establecimiento,establishment,NOUN,establecimiento,True
fantasma,"ghost, phantom",NOUN,fantasma,True
funcionamiento,"functioning, operation",NOUN,funcionamiento,True
ganado,"livestock, cattle",NOUN,ganado,True
gas,gas,NOUN,gas,True
giro,"turn, draft, expression",NOUN,giro,True
héroe,hero,NOUN,héroe,True
hielo,ice,NOUN,hielo,True
homenaje,"homage, tribute",NOUN,homenaje,True
horario,"schedule, timetable",NOUN,horario,True
horizonte,horizon,NOUN,horizonte,True
horror,"horror, atrocity",NOUN,horror,True
impacto,impact,NOUN,impacto,True
inconveniente,"inconvenience, drawback",NOUN,inconveniente,True
intercambio,"exchange, interchange",NOUN,intercambio,True
junio,June,NOUN,junio,True
laboratorio,laboratory,NOUN,laboratorio,True
líquido,liquid,NOUN,líquido,True
lunes,Monday,NOUN,lunes,True
mando,"command, authority",NOUN,mando,True
manejo,"handling, management",NOUN,manejo,True
mapa,map,NOUN,mapa,True
marzo,March,NOUN,marzo,True
matiz,"shade, tint, nuance",NOUN,matiz,True
máximo,maximum (nm),NOUN,No examples found,False
metal,metal,NOUN,metal,True
milagro,miracle,NOUN,milagro,True
mínimo,minimum (nm),NOUN,No examples found,False
misterio,mystery,NOUN,misterio,True
mito,myth,NOUN,mito,True
muerto,dead person (nm),NOUN,muerto,True
noviembre,November,NOUN,noviembre,True
núcleo,"nucleus, core",NOUN,núcleo,True
objetivo,"objective, impartial (adj)",ADJ,ChatGPT doesn't think this is a valid POS tag,False
odio,hatred,NOUN,odio,True
orgullo,pride,NOUN,orgullo,True
oriente,East,NOUN,oriente,True
palo,"stick, pole",NOUN,palo,True
panorama,"panorama, landscape",NOUN,panorama,True
pantalón,"pants, trousers",NOUN,pantalón,True
paquete,"package, packet",NOUN,paquete,True
partidario,"supporter, partisan",NOUN,No examples found,False
pasaje,"fare, passage, lane",NOUN,pasaje,True
paseo,"walk, ride",NOUN,paseo,True
perdón,"forgiveness, pardon",NOUN,perdón,True
perfil,"profile, outline",NOUN,perfil,True
pez,fish (alive),NOUN,pez,True
planeta,planet,NOUN,planeta,True
rayo,"ray, beam, lightning",NOUN,rayo,True
rechazo,"rejection, refusal",NOUN,rechazo,True
recorrido,"journey, itinerary, route",NOUN,recorrido,True
regalo,"gift, present",NOUN,regalo,True
registro,"register, record",NOUN,registro,True
reino,"kingdom, reign",NOUN,reino,True
relato,"tale, story",NOUN,relato,True
retrato,"portrait, photograph",NOUN,retrato,True
rigor,"harshness, rigor",NOUN,rigor,True
rincón,"corner, nook",NOUN,rincón,True
rostro,"face, countenance",NOUN,rostro,True
rumbo,"direction, course, bearing",NOUN,rumbo,True
sabor,"taste, flavor, sensation",NOUN,sabor,True
síntoma,symptom,NOUN,síntoma,True
socio,"member, partner",NOUN,socio,True
talento,"talent, skill",NOUN,talento,True
taller,"workshop, shop",NOUN,taller,True
templo,"temple, church",NOUN,templo,True
terror,"terror, horror",NOUN,terror,True
testimonio,"testimony, evidence",NOUN,testimonio,True
toro,bull,NOUN,toro,True
tráfico,"traffic, trade",NOUN,tráfico,True
tratado,"treaty, treatise",NOUN,tratado,True
turno; en turno a,turn; shift &nbsp;,NOUN,Too many tokens,False
universo,universe,NOUN,universo,True
varón,"male, man",NOUN,varón,True
vaso,"drinking glass, vase",NOUN,vaso,True
vestido,dress (nm),NOUN,vestido,True
vidrio,"glass, pane",NOUN,vidrio,True
viernes,Friday,NOUN,viernes,True
voto,vote,NOUN,voto,True
pintor,painter,NOUN,pintor,True
vendedor,salesperson,NOUN,vendedor,True
cura,"priest (m), cure (f)",NOUN,cura,True
papá,dad,NOUN,papá,True
catorce,fourteen,NUM,catorce,True
cero,"zero, naught, nil",NUM,cero,True
doscientos,two hundred,NUM,doscientos,True
ochenta,eighty,NUM,ochenta,True
trece,thirteen,NUM,trece,True
veinticinco,twenty-five,NUM,veinticinco,True
té,tea,NOUN,té,True
abarcar,"to encompass, comprise",VERB,abarcar,True
abordar,"to board, get in/on",VERB,abordar,True
absorber,"to absorb, soak up",VERB,absorber,True
acceder,"to consent, agree, accede",VERB,acceder,True
acomodar,"to accommodate, be/make comfortable",VERB,acomodar,True
adaptar,to adapt,VERB,adaptar,True
agarrar,"to grasp, catch",VERB,agarrar,True
amenazar,to threaten,VERB,amenazar,True
anticipar,"to anticipate, advance",VERB,anticipar,True
apagar,"to turn off, extinguish",VERB,apagar,True
apretar,"to squeeze, tighten, compress",VERB,apretar,True
aproximar,"to come near, closer",VERB,aproximar,True
asomar,"to appear, show, stick (out)",VERB,asomar,True
atar,to tie (up),VERB,atar,True
avisar,to notify [also notificar],VERB,avisar,True
bailar,to dance,VERB,bailar,True
brindar,to offer,VERB,brindar,True
calificar,"to grade, rate, qualify",VERB,calificar,True
callar,to be/make quiet,VERB,callar,True
caracterizar,"to characterize, portray",VERB,caracterizar,True
castigar,to punish,VERB,castigar,True
cesar,"to cease, stop",VERB,cesar,True
colgar,to hang up,VERB,colgar,True
combinar,to combine,VERB,combinar,True
competir,to compete,VERB,competir,True
comportar,to behave,VERB,comportar,True
comprometer,to compromise,VERB,comprometer,True
conquistar,"to conquer, win over",VERB,conquistar,True
contratar,"to hire, contract",VERB,contratar,True
copiar,to copy,VERB,copiar,True
curar,to cure,VERB,curar,True
denunciar,to denounce,VERB,denunciar,True
desempeñar,"to carry out, fulfill",VERB,desempeñar,True
deshacer,"to undo, destroy, take apart",VERB,deshacer,True
designar,to designate,VERB,designar,True
dibujar,"to draw, sketch",VERB,dibujar,True
disparar,to shoot at,VERB,disparar,True
divertir,"to amuse, entertain",VERB,divertir,True
doler,to hurt,VERB,doler,True
educar,to educate,VERB,educar,True
ejecutar,"to execute, carry out",VERB,ejecutar,True
emprender,"to undertake, embark on",VERB,emprender,True
encender,to turn on,VERB,encender,True
envolver,to wrap,VERB,envolver,True
equilibrar,to balance,VERB,equilibrar,True
escoger,to choose,VERB,escoger,True
especializar,"to specialize, major in",VERB,especializar,True
estallar,"to break out, explode, start",VERB,estallar,True
exhibir,"to exhibit, show off",VERB,exhibir,True
expulsar,"to expel, throw out",VERB,expulsar,True
extraer,"to extract, take out",VERB,extraer,True
favorecer,"to favor, help",VERB,favorecer,True
formular,to formulate,VERB,formular,True
fracasar,"to fail, to be unsuccessful",VERB,fracasar,True
fumar,to smoke,VERB,fumar,True
garantizar,to guarantee,VERB,garantizar,True
generar,to generate,VERB,generar,True
gobernar,to govern,VERB,gobernar,True
imitar,"to imitate, copy, mimic",VERB,imitar,True
impresionar,to impress,VERB,impresionar,True
inaugurar,"to inaugurate, start",VERB,inaugurar,True
influir,to have influence,VERB,influir,True
inspirar,"to inspire, inhale",VERB,inspirar,True
juntar,"to put togerther, to get together&nbsp;[also reunir]",VERB,juntar,True
llover,to rain,VERB,llover,True
mentir,to (tell a) lie,VERB,mentir,True
multiplicar,to multiply,VERB,multiplicar,True
optar,"to choose, opt for",VERB,optar,True
orientar,"guide, show the way",VERB,orientar,True
otorgar,"to give, grant, award",VERB,otorgar,True
portar,"to behave [se], carry",VERB,portar,True
prender,"to turn on, apprehend",VERB,prender,True
prever,"to foresee, anticipate, forecast",VERB,prever,True
prolongar,"to extend, prolong",VERB,prolongar,True
protestar,"to protest, object",VERB,protestar,True
quebrar,"to break, bend, weaken",VERB,quebrar,True
reconstruir,to reconstruct,VERB,reconstruir,True
renovar,"to renew, renovate",VERB,renovar,True
retener,"to keep, retain",VERB,retener,True
secar,to dry,VERB,secar,True
situar,"to situate, place, locate",VERB,situar,True
soltar,"to release, loosen, let out",VERB,soltar,True
solucionar,"to solve, settle",VERB,solucionar,True
tapar,"to cover, wrap",VERB,tapar,True
variar,"to change, vary",VERB,variar,True
vigilar,"to watch over, guard",VERB,vigilar,True
aburrido,"boring, bored",ADJ,aburrido,True
administrativo,administrative,ADJ,administrativo,True
admirable,admirable,ADJ,admirable,True
adolescente,adolescent (nc),NOUN,adolescente,True
aéreo,"aerial, air",ADJ,aéreo,True
agotado,"tired, used up, sold out",ADJ,agotado,True
amargo,"bitter, sour, painful",ADJ,amargo,True
aparente,apparent,ADJ,aparente,True
atento,"attentive, careful, polite",ADJ,atento,True
ausente,absent,ADJ,ausente,True
automático,automatic,ADJ,automático,True
autónomo,autonomous,ADJ,autónomo,True
bárbaro,"savage, horrible",ADJ,bárbaro,True
blando,"soft, limp, gentle",ADJ,blando,True
bravo,"fierce, angry",ADJ,bravo,True
bruto,"brutal, coarse, clumsy",ADJ,bruto,True
cálido,warm,ADJ,cálido,True
comprometido,"committed, engaged",ADJ,comprometido,True
confuso,"confused, mixed up",ADJ,confuso,True
conservador,conservative,ADJ,conservador,True
consiguiente,consequent,ADJ,consiguiente,True
convencional,conventional,ADJ,convencional,True
crudo,"raw, crude, natural",ADJ,crudo,True
culto,"cultured, educated (adj)",ADJ,culto,True
decisivo,"decisive, conclusive",ADJ,decisivo,True
deportivo,"sports, sporty",ADJ,deportivo,True
divertido,"funny, amusing",ADJ,divertido,True
dorado,"golden, gold-plated",ADJ,dorado,True
dormido,"asleep, sleeping",ADJ,dormido,True
escolar,"school, scholastic",ADJ,escolar,True
escondido,hidden,ADJ,escondido,True
espectacular,spectacular,ADJ,espectacular,True
espléndido,"splendid, generous",ADJ,espléndido,True
estable,"stable, steady",ADJ,estable,True
estético,esthetic,ADJ,estético,True
exagerado,exaggerated,ADJ,exagerado,True
existente,existing,ADJ,existente,True
exquisito,"exquisite, superb",ADJ,exquisito,True
fatal,"fateful, deadly, awful",ADJ,fatal,True
favorito,favorite,ADJ,favorito,True
filosófico,philosophical,ADJ,filosófico,True
frustrado,frustrated,ADJ,frustrado,True
gigantesco,"giant, gigantic",ADJ,gigantesco,True
hábil,"skillful, clever",ADJ,hábil,True
harto,fed up with,ADJ,harto,True
helado,"iced, freezing, icy",ADJ,helado,True
herido,"wounded, injured (adj)",ADJ,herido,True
hondo,deep,ADJ,hondo,True
horrible,horrible,ADJ,horrible,True
hueco,"hole, cavity (nm)",NOUN,hueco,True
húmedo,"humid, damp",ADJ,húmedo,True
ideológico,ideological,ADJ,ideológico,True
ilustre,"renowned, illustrious",ADJ,ilustre,True
imprescindible,"essential, indispensable",ADJ,imprescindible,True
inclinado,"inclined, slanting",ADJ,inclinado,True
incómodo,uncomfortable,ADJ,incómodo,True
inconsciente,"unconscious, thoughtless",ADJ,inconsciente,True
indiferente,indifferent,ADJ,indiferente,True
inesperado,"unexpected, unforeseen",ADJ,inesperado,True
inocente,"innocent, naïve",ADJ,inocente,True
inquieto,"restless, anxious",ADJ,inquieto,True
judicial,judicial,ADJ,judicial,True
jurídico,"legal, juridical",ADJ,jurídico,True
juvenil,"young, juvenile",ADJ,juvenil,True
legítimo,legitimate,ADJ,legítimo,True
leve,"slight, trifling, light",ADJ,leve,True
ligado,"linked, joined",ADJ,ligado,True
lindo,"pretty, nice, lovely",ADJ,lindo,True
luminoso,"bright, luminous",ADJ,luminoso,True
maduro,"mature, ripe",ADJ,maduro,True
mágico,"magic, magical",ADJ,mágico,True
marino,"marine, naval",ADJ,marino,True
mediado,"mid, middle",ADJ,mediado,True
metálico,metallic,ADJ,metálico,True
mezclado,mixed,ADJ,mezclado,True
misterioso,mysterious,ADJ,misterioso,True
municipal,"municipal, town",ADJ,municipal,True
noble,noble (adj),ADJ,noble,True
obvio,obvious,ADJ,obvio,True
peculiar,peculiar,ADJ,peculiar,True
pensado,"thought-out, designed",ADJ,pensado,True
plástico,plastic (nm),NOUN,plástico,True
prestado,"borrowed, lent",ADJ,prestado,True
prolongado,"prolonged, lengthy",ADJ,prolongado,True
prudente,"sensible, prudent",ADJ,prudente,True
químico,chemical,ADJ,químico,True
racional,rational,ADJ,racional,True
realista,realistic,ADJ,realista,True
recto,"right, straight, honest",ADJ,recto,True
reservado,"reserved, booked",ADJ,reservado,True
riguroso,"rigorous, severe",ADJ,riguroso,True
rural,"rural, country",ADJ,rural,True
sentimental,sentimental,ADJ,sentimental,True
simpático,"nice, likeable, friendly",ADJ,simpático,True
sincero,sincere,ADJ,sincero,True
singular,"single, singular",ADJ,singular,True
socialista,socialist,ADJ,socialista,True
sonoro,"loud, resounding",ADJ,sonoro,True
sordo,"deaf, dull",ADJ,sordo,True
superficial,superficial,ADJ,superficial,True
supremo,supreme,ADJ,supremo,True
sutil,subtle,ADJ,sutil,True
telefónico,telephone,ADJ,telefónico,True
teórico,theoretical,ADJ,teórico,True
tierno,"tender, soft",ADJ,tierno,True
tímido,"timid, shy, half-hearted",ADJ,tímido,True
trágico,tragic,ADJ,trágico,True
transparente,"transparent, clear",ADJ,transparente,True
vasto,"vast, immense, huge",ADJ,vasto,True
voluntario,"voluntary, volunteer",ADJ,voluntario,True
vulgar,"vulgar, common, banal",ADJ,vulgar,True
afortunadamente,"luckily, fortunately",ADV,afortunadamente,True
anteriormente,previously&nbsp;[also previamente],ADV,anteriormente,True
ciertamente,"certainly, indeed",ADV,ciertamente,True
continuamente,continuously,ADV,continuamente,True
enfrente,in front of,ADV,enfrente,True
enseguida,"immediately, at once",ADV,enseguida,True
estrictamente,strictly,ADV,estrictamente,True
francamente,"frankly, openly",ADV,francamente,True
fundamentalmente,"fundamentally, basically",ADV,fundamentalmente,True
libremente,freely,ADV,libremente,True
ligeramente,"slightly, lightly",ADV,ligeramente,True
particularmente,"particularly, personally",ADV,particularmente,True
previamente,previously&nbsp;[also anteriormente],ADV,previamente,True
puramente,"purely, simply",ADV,puramente,True
recientemente,recently,ADV,recientemente,True
relativamente,relatively,ADV,relativamente,True
seguida; en seguida,"right away, at once",ADV,Too many tokens,False
eh,eh,INTJ,eh,True
oh [also ah],oh,INTJ,Too many tokens,False
este,East (n),NOUN,ChatGPT doesn't think this is a valid POS tag,False
ayudante,"helper, assistant",NOUN,ayudante,True
protagonista,"protagonist, main character",NOUN,protagonista,True
visitante,visitor,NOUN,visitante,True
aceptación,"acceptance, approval",NOUN,aceptación,True
agencia,"agency, branch",NOUN,agencia,True
alimentación,"feeding, food",NOUN,alimentación,True
armonía,harmony,NOUN,armonía,True
arquitectura,architecture,NOUN,arquitectura,True
asistencia,"attendance, assistance",NOUN,asistencia,True
aspiración,"ambition, aspiration",NOUN,aspiración,True
atracción,attraction,NOUN,atracción,True
avenida,avenue,NOUN,avenida,True
barra,"bar, rod, rail",NOUN,barra,True
barrera,"barrier, obstacle",NOUN,barrera,True
basura,"garbage, rubbish",NOUN,basura,True
bebida,"drink, beverage",NOUN,bebida,True
boda,"marriage, wedding",NOUN,boda,True
bola,"ball, sphere",NOUN,bola,True
bondad,"goodness, kindness",NOUN,bondad,True
bota,"boot, wineskin",NOUN,bota,True
campana,bell,NOUN,campana,True
cartera,"wallet, satchel",NOUN,cartera,True
cena,dinner,NOUN,cena,True
cercanía,"nearness, proximity",NOUN,cercanía,True
certeza,certainty,NOUN,certeza,True
charla,"talk, chat",NOUN,charla,True
circulación,"circulation, traffic",NOUN,circulación,True
coincidencia,coincidence,NOUN,coincidencia,True
conquista,conquest,NOUN,conquista,True
convivencia,"coexistence, living together",NOUN,convivencia,True
corona,crown,NOUN,corona,True
correspondencia,"correspondence, connection",NOUN,correspondencia,True
cosecha,"harvest, crop",NOUN,cosecha,True
crónica,"account, chronicle",NOUN,crónica,True
cruz,"cross, burden",NOUN,cruz,True
cuota,"quota, share, dues",NOUN,cuota,True
curva,curve,NOUN,curva,True
democracia,democracy,NOUN,democracia,True
demostración,demonstration,NOUN,demostración,True
denuncia,"accusation, complaint, denunciation",NOUN,denuncia,True
dependencia,"dependence, dependency",NOUN,dependencia,True
derrota,"defeat, loss",NOUN,derrota,True
descripción,description,NOUN,descripción,True
desesperación,"desperation, exasperation",NOUN,desesperación,True
determinación,determination,NOUN,determinación,True
dictadura,dictatorship,NOUN,dictadura,True
distinción,distinction,NOUN,distinción,True
docena,dozen,NOUN,docena,True
doctrina,"doctrine, teachings",NOUN,doctrina,True
dosis,dose,NOUN,dosis,True
eficacia,"efficiency, effectiveness",NOUN,eficacia,True
entidad,entity,NOUN,entidad,True
escalera,"stairs, ladder",NOUN,escalera,True
esfera,"sphere, globe",NOUN,esfera,True
especialidad,"specialty, specialized field",NOUN,especialidad,True
estrategia,strategy,NOUN,estrategia,True
fiebre,"fever, excitement",NOUN,fiebre,True
fuga,"flight, escape",NOUN,fuga,True
geografía,geography,NOUN,geografía,True
gestión,"management, step, negotiation",NOUN,gestión,True
